98.489,0.12119,0.14841,0.094848,0.051062,0.03073,0.051793,0.060078,0.037964,0.11507,0.14945,0.092167,0.070861,0.060213,0.12502,0.037809,0.034685,0.038582,0.076851,0.06189,0.025591,0.0088072,0.012197,0.0055653,0.00046508
97.868,0.15971,0.19911,0.12452,0.080631,0.052701,0.10802,0.055964,0.036842,0.14761,0.18494,0.12708,0.077375,0.05351,0.08171,0.11595,0.24168,0.048571,0.096746,0.069541,0.031328,0.011436,0.014453,0.0098857,0.00243
97.517,0.18336,0.18195,0.11159,0.070433,0.060393,0.15702,0.1376,0.37875,0.18921,0.19203,0.10056,0.074395,0.079918,0.11534,0.099535,0.068736,0.072977,0.10364,0.059562,0.023191,0.0093357,0.0095442,0.0028121,0.00089446
98.517,0.10145,0.1116,0.063903,0.050999,0.045935,0.074185,0.072668,0.082445,0.10093,0.11395,0.060741,0.049982,0.042629,0.11615,0.11085,0.11753,0.036454,0.060913,0.03755,0.017209,0.0055218,0.0065062,0.0024922,0.00058946
97.787,0.17542,0.18114,0.098527,0.072154,0.080279,0.16407,0.046054,0.14495,0.16673,0.17701,0.1131,0.088307,0.065818,0.10806,0.20021,0.048498,0.060754,0.10127,0.064019,0.029492,0.010513,0.012461,0.0029754,0.0015321
98.467,0.12129,0.13,0.08339,0.071765,0.084408,0.072625,0.081341,0.055454,0.11664,0.12672,0.071051,0.046876,0.059306,0.08702,0.050918,0.063775,0.045172,0.073039,0.039586,0.021394,0.0089651,0.018045,0.0030886,0.0014166
97.689,0.17302,0.16005,0.1106,0.080572,0.067856,0.13442,0.12342,0.22904,0.16964,0.17941,0.1125,0.093456,0.097056,0.14648,0.08192,0.057764,0.074223,0.088439,0.060517,0.035355,0.014309,0.011164,0.0083723,0.0010697
98.407,0.12358,0.11751,0.074913,0.050501,0.031021,0.072574,0.15056,0.098678,0.11185,0.12575,0.077828,0.051383,0.047292,0.045255,0.087132,0.13274,0.045343,0.064325,0.042924,0.022126,0.008581,0.0060888,0.0026069,0.0021275
98.758,0.11729,0.10247,0.058774,0.038282,0.035667,0.068003,0.11227,0.092961,0.11945,0.1082,0.059166,0.046957,0.042009,0.025724,0.018855,0.01549,0.048919,0.062852,0.036176,0.018483,0.0057323,0.0052673,0.0025336,0.00024633
98.756,0.1352,0.12725,0.076948,0.048275,0.032124,0.03208,0.028338,0.006749,0.12587,0.11695,0.07072,0.039148,0.031509,0.063055,0.048986,0.056043,0.054154,0.074758,0.040381,0.017774,0.0064092,0.0072832,0.0037527,0.00035111
96.782,0.25685,0.27484,0.14879,0.076998,0.044648,0.13832,0.075307,0.090949,0.26408,0.25591,0.1451,0.081865,0.071743,0.18699,0.33563,0.33718,0.092614,0.16448,0.084834,0.043959,0.015234,0.01463,0.015252,0.0020322
98.581,0.095699,0.091455,0.054112,0.049802,0.031597,0.069299,0.066001,0.080623,0.093879,0.08398,0.053257,0.047496,0.060524,0.1196,0.1541,0.11084,0.041377,0.051601,0.026899,0.015528,0.0086963,0.0081768,0.0034232,0.00061581
98.574,0.11827,0.092646,0.067599,0.060783,0.071449,0.1005,0.085,0.1023,0.075826,0.071544,0.049265,0.04012,0.034208,0.039057,0.091821,0.17762,0.047211,0.042002,0.025414,0.013722,0.0056342,0.0078463,0.0053314,0.00089053
99.151,0.07548,0.061703,0.043169,0.048075,0.046178,0.097225,0.042501,0.043599,0.058726,0.04951,0.029473,0.025666,0.023553,0.043157,0.030583,0.011477,0.03513,0.030383,0.016539,0.011864,0.0052561,0.017175,0.0026216,0.00044437
97.409,0.19133,0.22643,0.14755,0.096215,0.081261,0.079328,0.071981,0.10976,0.19637,0.23857,0.16714,0.11495,0.07273,0.11949,0.18216,0.14215,0.061932,0.12681,0.088381,0.041554,0.011822,0.0098561,0.01222,0.00093324
96.861,0.23936,0.31241,0.19276,0.10959,0.089134,0.060932,0.23009,0.12867,0.25646,0.29203,0.21048,0.11563,0.056394,0.1232,0.062076,0.20209,0.081424,0.15536,0.11452,0.064033,0.021987,0.010495,0.0052623,0.0041042
97.179,0.14388,0.14314,0.11533,0.11958,0.20136,0.36733,0.22971,0.051863,0.14572,0.1608,0.1388,0.079062,0.12517,0.10219,0.17834,0.19259,0.063685,0.075918,0.065465,0.042751,0.015322,0.045117,0.016825,0.0011237
97.813,0.098399,0.10445,0.07436,0.053684,0.071417,0.083901,0.1613,0.062555,0.094158,0.10381,0.07583,0.045086,0.052786,0.065782,0.14996,0.66721,0.034221,0.05406,0.039909,0.021929,0.012469,0.010207,0.041973,0.007854
98.311,0.11047,0.1168,0.077477,0.050898,0.058725,0.056902,0.18939,0.10509,0.1061,0.12764,0.082834,0.065094,0.051827,0.055508,0.093493,0.15018,0.036828,0.063668,0.042832,0.021564,0.0093892,0.006451,0.00879,0.0014589
97.333,0.12064,0.11731,0.087078,0.047952,0.080097,0.20319,0.12296,1.1108,0.1249,0.12335,0.074917,0.043074,0.056373,0.04037,0.040504,0.062113,0.054518,0.066988,0.038523,0.019043,0.0082177,0.0076756,0.015325,0.0016099
97.336,0.18789,0.25059,0.18396,0.1119,0.069271,0.10829,0.067549,0.037002,0.18491,0.22531,0.16137,0.11388,0.099655,0.10219,0.20326,0.20686,0.061972,0.12008,0.080449,0.049885,0.014724,0.0083693,0.010872,0.003563
97.178,0.20342,0.25782,0.18103,0.1059,0.087358,0.072388,0.14393,0.21624,0.18453,0.21473,0.13534,0.084785,0.061805,0.050502,0.13508,0.32149,0.065864,0.11829,0.093828,0.041983,0.017325,0.015794,0.01083,0.0020916
93.69,0.20097,0.21043,0.17692,0.14463,0.096062,0.11107,0.14385,0.69498,0.18549,0.17728,0.13266,0.18349,0.32284,0.56046,1.4959,1.0518,0.075417,0.10411,0.067186,0.049075,0.016667,0.052869,0.047835,0.0082022
